0.0200000000000000	1
0.0262500000000000	1
0.0184375000000000	0
0.0242968750000000	1
0.0316210937500000	1
0.0224658203125000	1
0.0293322753906250	1
0.0207492065429688	1
0.0271865081787109	1
0.0191398811340332	0
0.0251748514175415	0
0.0327185642719269	0
0.0421482053399086	1
0.0539352566748858	1
0.0392014425061643	1
0.0502518031327054	1
0.0364388523495290	0
0.0467985654369113	0
0.0597482067961391	0
0.0759352584951739	0
0.0403000000000000	0
0.0516250000000000	1
0.0657812500000000	1
0.0480859375000000	1
0.0613574218750000	1
0.0447680664062500	1
0.0572100830078125	1
0.0416575622558594	0
0.0533219528198242	1
